	SNP	Chromosome	Position	trait1
1	ENSG00000011465	12	91539024	1.93505204235456e-11
2	ENSG00000014123	6	96969683	3.39883429180483e-09
3	ENSG00000015171	10	180404	2.01935875826989e-10
4	ENSG00000069702	1	92145901	4.18658201495791e-20
5	ENSG00000077092	3	25215822	7.519422477236e-14
6	ENSG00000080503	9	2015341	3.81474177837835e-22
7	ENSG00000082175	11	100900354	2.70454891464392e-10
8	ENSG00000082397	18	5392382	4.070471947839e-10
9	ENSG00000095794	10	35415718	1.29529909678488e-07
10	ENSG00000096717	10	69644426	2.60255858116712e-11
11	ENSG00000103175	16	84328251	4.51325231927932e-09
12	ENSG00000103479	16	53467888	1.16217465957113e-09
13	ENSG00000104219	8	17013537	7.86106285021005e-12
14	ENSG00000104332	8	41119480	5.86322574856296e-13
15	ENSG00000104695	8	30657096	1.70134493313902e-11
16	ENSG00000107104	9	470290	1.05267972271661e-08
17	ENSG00000107562	10	44793037	8.76836576605456e-15
18	ENSG00000109339	4	86936275	8.00005813632734e-10
19	ENSG00000109906	11	113930314	5.03186496703521e-10
20	ENSG00000111961	6	148593439	3.28042210505597e-08
21	ENSG00000113594	5	38475064	6.97484265036533e-13
22	ENSG00000114742	3	39093488	4.17375278683078e-09
23	ENSG00000115310	2	55254342	4.66163530221325e-11
24	ENSG00000116473	1	112084839	1.53303094890764e-10
25	ENSG00000116731	1	14026692	2.59524795751844e-09
26	ENSG00000119147	2	106679749	6.80103664564443e-13
27	ENSG00000119508	9	102584136	1.13453775704066e-19
28	ENSG00000120057	10	99526507	1.70652965980835e-13
29	ENSG00000120129	5	172195092	9.52529119804272e-12
30	ENSG00000120738	5	137801178	2.00169247040994e-12
31	ENSG00000121691	11	34460471	9.82079849444143e-08
32	ENSG00000121769	1	31838471	8.42456877661696e-08
33	ENSG00000122025	13	28577410	3.44087623412962e-09
34	ENSG00000122035	13	27844463	6.20706608082636e-17
35	ENSG00000122877	10	64574192	1.12405066620512e-07
36	ENSG00000123358	12	52416615	5.38704730984601e-11
37	ENSG00000128016	19	39897452	5.18625115420605e-11
38	ENSG00000128918	15	58306055	4.11427863202308e-17
39	ENSG00000129596	5	115140429	3.57302302195363e-11
40	ENSG00000129757	11	2904442	1.45873978840914e-10
41	ENSG00000130700	20	61038552	6.39853870423027e-09
42	ENSG00000131016	6	151561133	1.60715638884343e-09
43	ENSG00000133878	8	33448855	4.36754190190545e-08
44	ENSG00000134917	11	130274819	2.28861802125973e-08
45	ENSG00000136826	9	110247132	2.04291891844499e-10
46	ENSG00000138650	4	134070469	1.95214342965727e-07
47	ENSG00000140044	14	75894418	2.53879857287887e-08
48	ENSG00000140538	15	88418229	2.92689469225662e-10
49	ENSG00000143416	1	151336777	2.25294423592034e-10
50	ENSG00000143768	1	226124297	7.49835634444631e-08
51	ENSG00000143878	2	20646834	1.15520831014407e-07
52	ENSG00000144339	2	192813768	1.70136926088122e-07
53	ENSG00000144642	3	29322472	2.9607488679615e-09
54	ENSG00000144655	3	39183345	8.68092272577179e-13
55	ENSG00000144891	3	148415570	7.01568009772794e-13
56	ENSG00000146414	6	146205942	3.13618945823052e-09
57	ENSG00000148481	10	15820168	6.67777139648921e-12
58	ENSG00000150907	13	41129803	2.00074860935278e-08
59	ENSG00000151090	3	24158650	4.44966940124186e-11
60	ENSG00000154655	18	5954704	4.96944608881848e-09
61	ENSG00000155090	8	103661006	1.54867563507365e-11
62	ENSG00000159388	1	203274618	1.4897877355188e-10
63	ENSG00000162772	1	212738675	5.95469964929204e-11
64	ENSG00000163939	3	52579367	7.9617059998261e-09
65	ENSG00000164120	4	175411327	3.67751699653706e-09
66	ENSG00000164197	5	63461708	6.71063861084182e-08
67	ENSG00000164442	6	139693392	7.24197666063699e-11
68	ENSG00000165478	11	124789088	2.54597495906789e-10
69	ENSG00000165795	14	21485379	1.46592626361919e-17
70	ENSG00000166091	14	23846016	3.09832899733062e-16
71	ENSG00000168702	2	140988991	1.04091412847509e-11
72	ENSG00000171862	10	89622869	3.64959396446123e-11
73	ENSG00000172403	4	119809995	7.70003307168807e-12
74	ENSG00000173641	1	16340522	5.92334446143366e-09
75	ENSG00000175161	3	85008131	4.4285548973379e-10
76	ENSG00000178175	5	71738478	2.71975902496317e-08
77	ENSG00000178343	4	42399855	5.08714409651401e-11
78	ENSG00000184226	13	66876966	1.28666756489847e-12
79	ENSG00000184481	23	70316046	1.44230642485227e-13
80	ENSG00000185345	6	161768451	2.37208897280573e-14
81	ENSG00000196159	4	126237553	1.95908817457563e-11
82	ENSG00000196914	11	120207786	5.37295379066023e-12
83	ENSG00000197579	9	32540541	2.25884227053119e-17
84	ENSG00000198300	19	57321444	3.92247190444452e-20
85	ENSG00000198947	23	31137337	3.37441416029944e-09
86	ENSG00000205364	16	56666144	6.22400891710823e-13
87	ENSG00000211445	5	150400123	1.18798624840285e-08
88	ENSG00000215301	23	41192650	1.57762330690664e-12
89	ENSG00000233608	2	239756672	9.84446844662147e-08
