	SNP	Chromosome	Position	trait1
1	ENSG00000005339	16	3775054	0.0201016764224682
2	ENSG00000012048	17	41196311	0.000250887921290677
3	ENSG00000039068	16	68771127	0.00595092351009661
4	ENSG00000047410	1	186280783	0.0542502804044311
5	ENSG00000047932	6	117639373	0.000561372559909607
6	ENSG00000047936	6	117609462	6.75555603103147e-05
7	ENSG00000065559	17	11924140	0.148375413329406
8	ENSG00000066455	14	93260575	0.122068337753821
9	ENSG00000066468	10	123237847	0.000195770556069537
10	ENSG00000069399	19	45250961	0.660342174766589
11	ENSG00000071564	19	1609290	0.515610470491142
12	ENSG00000076242	3	37035338	0.887907502402305
13	ENSG00000077150	10	104153866	0.34574390594457
14	ENSG00000077782	8	38268655	0.140185311128205
15	ENSG00000083093	16	23614487	0.77695246541999
16	ENSG00000083799	16	50775960	0.00482968944158178
17	ENSG00000089280	16	31191430	0.89324554132964
18	ENSG00000091483	1	241660902	0.271554380492249
19	ENSG00000095002	2	47630107	0.00362257051173398
20	ENSG00000096968	9	4985085	4.99797635206888e-05
21	ENSG00000097007	9	133589332	0.145477909052037
22	ENSG00000099956	22	24129149	0.0776827662742106
23	ENSG00000100311	22	39619363	0.00752518422070685
24	ENSG00000100721	14	96176303	2.93372932411381e-08
25	ENSG00000103197	16	2097465	0.0949244132342988
26	ENSG00000105221	19	40736223	0.0790283738326004
27	ENSG00000105810	7	92234234	4.00967523315318e-05
28	ENSG00000105976	7	116312445	0.0027237035603008
29	ENSG00000107779	10	88516406	0.375326102999531
30	ENSG00000107807	10	102889256	0.0236565014204509
31	ENSG00000107882	10	104263743	0.138032139012185
32	ENSG00000108654	17	62495733	0.00012848555060982
33	ENSG00000109471	4	123372624	0.00506459553094692
34	ENSG00000109670	4	153242409	0.0225913650068137
35	ENSG00000110092	11	69455854	0.92810827422012
36	ENSG00000110367	11	118620033	0.0224529371592403
37	ENSG00000110619	11	3022151	4.44998929923505e-09
38	ENSG00000110713	11	3696239	0.0349427320072847
39	ENSG00000112576	6	41902671	0.248146595142928
40	ENSG00000113916	3	187439164	0.683704944854109
41	ENSG00000114354	3	100428204	7.7209334324134e-07
42	ENSG00000114423	3	105374304	0.382297328043349
43	ENSG00000114861	3	71003843	0.662820214095574
44	ENSG00000117118	1	17345216	0.189690919038387
45	ENSG00000117400	1	43803477	0.00318583897172694
46	ENSG00000118046	19	1189405	0.00281023582728028
47	ENSG00000118260	2	208394460	0.918307428992552
48	ENSG00000118503	6	138188350	0.703221494857923
49	ENSG00000118513	6	135502452	0.466563775394408
50	ENSG00000118971	12	4382937	1.29776957531153e-05
51	ENSG00000119508	9	102584136	0.772321813365312
52	ENSG00000119866	2	60678301	0.591875807324783
53	ENSG00000121879	3	178865901	0.00487063500725578
54	ENSG00000122025	13	28577410	1.02684989780556e-07
55	ENSG00000123080	1	51426416	0.790819679385218
56	ENSG00000123268	12	51157492	0.00655715162392169
