	SNP	Chromosome	Position	trait1
1	ENSG00000005339	16	3775054	0.280519409478806
2	ENSG00000012048	17	41196311	7.49815662235344e-11
3	ENSG00000039068	16	68771127	0.173539374132215
4	ENSG00000047410	1	186280783	0.00028815095780049
5	ENSG00000047932	6	117639373	0.103983393057073
6	ENSG00000047936	6	117609462	0.234036965105228
7	ENSG00000065559	17	11924140	9.61090047933468e-06
8	ENSG00000066455	14	93260575	0.188350421505423
9	ENSG00000066468	10	123237847	4.35905326035116e-08
10	ENSG00000069399	19	45250961	0.326351939316903
11	ENSG00000071564	19	1609290	8.44172176935656e-15
12	ENSG00000076242	3	37035338	0.0125726776595942
13	ENSG00000077150	10	104153866	0.00750263494911389
14	ENSG00000077782	8	38268655	0.117646213902795
15	ENSG00000083093	16	23614487	3.17458704576208e-13
16	ENSG00000083799	16	50775960	0.000238048039196361
17	ENSG00000089280	16	31191430	8.85068053626459e-13
18	ENSG00000091483	1	241660902	0.476269302693448
19	ENSG00000095002	2	47630107	5.9715262220449e-06
20	ENSG00000096968	9	4985085	9.1162536531719e-09
21	ENSG00000097007	9	133589332	0.0460629838185359
22	ENSG00000099956	22	24129149	6.16684448745725e-08
23	ENSG00000100311	22	39619363	0.946810517013192
24	ENSG00000100721	14	96176303	0.0665640109260305
25	ENSG00000103197	16	2097465	0.14209747124758
26	ENSG00000105221	19	40736223	0.63949584320622
27	ENSG00000105810	7	92234234	0.798914673796062
28	ENSG00000105976	7	116312445	0.0239802524413758
29	ENSG00000107779	10	88516406	0.000738718206312221
30	ENSG00000107807	10	102889256	0.000238165480657636
31	ENSG00000107882	10	104263743	0.360303935332871
32	ENSG00000108654	17	62495733	0.336891467899659
33	ENSG00000109471	4	123372624	0.0490936477907928
34	ENSG00000109670	4	153242409	0.408854165547118
35	ENSG00000110092	11	69455854	0.00506454271200564
36	ENSG00000110367	11	118620033	0.000838030491856391
37	ENSG00000110619	11	3022151	6.00620269886284e-07
38	ENSG00000110713	11	3696239	0.722511412728551
39	ENSG00000112576	6	41902671	0.166695996981962
40	ENSG00000113916	3	187439164	0.00291469938959543
41	ENSG00000114354	3	100428204	1.34978308896914e-06
42	ENSG00000114423	3	105374304	0.200691337584871
43	ENSG00000114861	3	71003843	0.0480573866145499
44	ENSG00000117118	1	17345216	0.0261604537691096
45	ENSG00000117400	1	43803477	1.63640993793189e-17
46	ENSG00000118046	19	1189405	0.00874801745353715
47	ENSG00000118260	2	208394460	0.112365666881275
48	ENSG00000118503	6	138188350	0.439061747289174
49	ENSG00000118513	6	135502452	0.0028610469348451
50	ENSG00000118971	12	4382937	0.316796539539717
51	ENSG00000119508	9	102584136	1.13453355384693e-19
52	ENSG00000119866	2	60678301	0.778690989568997
53	ENSG00000121879	3	178865901	0.0503716073809707
54	ENSG00000122025	13	28577410	3.4410180450007e-09
55	ENSG00000123080	1	51426416	0.061350518700459
56	ENSG00000123268	12	51157492	0.251427324991457
57	ENSG00000124795	6	18224098	0.0579253686961694
58	ENSG00000125618	2	113973573	0.770466224502405
59	ENSG00000126883	9	134000947	0.527777326580643
60	ENSG00000127152	14	99635623	0.68574319140725
61	ENSG00000127616	19	11071597	3.96881543115504e-06
62	ENSG00000128602	7	128828712	0.625669857793331
63	ENSG00000129204	17	5019732	0.322998413778525
64	ENSG00000129993	16	88941265	2.26275514817657e-05
65	ENSG00000132155	3	12625099	0.0100997444315015
66	ENSG00000132170	3	12328866	0.0107170835766569
67	ENSG00000133703	12	25357722	0.744103649020601
68	ENSG00000133895	11	64570981	6.45960125404868e-08
69	ENSG00000134086	3	10182691	0.577730978864866
70	ENSG00000134323	2	16080685	0.327415357917888
71	ENSG00000134574	11	47236492	0.0519231506670585
72	ENSG00000134982	5	112043194	5.0622282743454e-06
73	ENSG00000135363	11	33880121	1.15432893044105e-05
74	ENSG00000135679	12	69201955	0.0149660066306397
75	ENSG00000136997	8	128747679	0.780998266618636
76	ENSG00000137193	6	37137978	0.0221693710593607
77	ENSG00000137265	6	391738	0.0103392967643107
78	ENSG00000137309	6	34204649	1.36408457553349e-09
79	ENSG00000138413	2	209100950	0.707504093151047
80	ENSG00000139083	12	11802787	0.012253809093923
81	ENSG00000139618	13	32889610	4.01715633247379e-16
82	ENSG00000139687	13	48877886	0.867416575664645
83	ENSG00000140464	15	74287013	2.24396173728635e-07
84	ENSG00000140937	16	64977655	0.696183222451458
85	ENSG00000141380	18	23596577	0.625910077337556
86	ENSG00000141510	17	7565096	0.0046015724980442
87	ENSG00000141736	17	37844166	0.411952505564524
88	ENSG00000142208	14	105235685	0.470062070739937
89	ENSG00000142273	19	45281125	0.646556087361829
90	ENSG00000143322	1	179068461	0.00112867161241981
91	ENSG00000146648	7	55086713	0.652157074683183
92	ENSG00000147257	23	132669772	0.000778256015355664
93	ENSG00000148400	9	139388895	0.81552206520421
94	ENSG00000149311	11	108093210	0.0307841743457652
95	ENSG00000149948	12	66217910	8.77010443327227e-08
96	ENSG00000151348	11	44117098	0.0506152004912528
97	ENSG00000157404	4	55524084	1.96115963095512e-05
98	ENSG00000157764	7	140434278	0.586907155944703
99	ENSG00000158711	1	205577070	0.0259621309221737
100	ENSG00000159216	21	36259342	6.36519878504782e-07
101	ENSG00000162924	2	61108655	0.0290677525426314
102	ENSG00000163497	2	219845808	0.0770318809729572
103	ENSG00000165025	9	93564068	0.62507771062327
104	ENSG00000165392	8	30891316	0.886198672167566
105	ENSG00000165556	13	28536273	0.00546424648346517
106	ENSG00000165699	9	135766734	0.598181387022064
107	ENSG00000165731	10	43572474	0.0398219699786102
108	ENSG00000168036	3	41280623	0.607808895718423
109	ENSG00000168769	4	106067449	0.195548682708969
110	ENSG00000171791	18	60790578	0.017044980584889
111	ENSG00000171862	10	89622869	3.64959659660223e-11
112	ENSG00000174775	11	532241	1.19616466435543e-09
113	ENSG00000175197	12	57910370	3.83174444844285e-07
114	ENSG00000175832	17	41605211	7.73777525754041e-05
115	ENSG00000177606	1	59246464	1.55342155907384e-06
116	ENSG00000178573	16	79619739	0.00082285568927928
117	ENSG00000178691	17	30264036	0.00145238292313986
118	ENSG00000179295	12	112856154	0.0529584595922159
119	ENSG00000181163	5	170814119	9.73748696622055e-06
120	ENSG00000181690	8	57073462	0.926875567175251
121	ENSG00000182197	8	118806728	0.45251988933557
122	ENSG00000182866	1	32716839	0.251714328012985
123	ENSG00000182944	22	29663997	0.00111736692997882
124	ENSG00000183765	22	29083730	2.12563159902967e-06
125	ENSG00000184384	11	95709761	0.0385905353398574
126	ENSG00000184937	11	32409320	0.613656843163379
127	ENSG00000185338	16	11348261	0.395992903056199
128	ENSG00000186575	22	29999544	0.0624926355958539
129	ENSG00000186716	22	23521890	0.375526790287931
130	ENSG00000187098	3	69788585	0.000103276319223315
131	ENSG00000196712	17	29421944	0.831982870837227
132	ENSG00000196914	11	120207786	5.37295278848991e-12
133	ENSG00000197299	15	91260557	2.93719804041464e-15
134	ENSG00000198286	7	2945774	0.000370983842977719
135	ENSG00000198400	1	156785431	0.0780507022293898
136	ENSG00000198625	1	204485510	0.0050726242195198
137	ENSG00000204103	20	39314487	0.458658723634585
138	ENSG00000204370	11	111957496	0.000286298680073828
139	ENSG00000213066	6	167412669	0.350781557405432
140	ENSG00000213281	1	115247089	0.0150109470992747
141	ENSG00000245848	19	33790839	0.779041492264991
