	X	idx	beta	pval	cilb	ciub	i2	tau2	symbol.x	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol.y
837	ENSG00000179796.10	31691	-3.144185505	1.78E-06	-4.434121275	-1.854249735	97.77023306	8.779599251	LRRC3B	0.988017229	0.978025081	0.998111463	0.020101235	0.990112052	0.975407008	1.005038787	0.193047432	LRRC3B
120	ENSG00000082175.13	26745	-2.409108329	2.70E-10	-3.156831348	-1.661385309	98.56919386	3.210096279	PGR	0.973872372	0.956719935	0.991332324	0.003498438	0.980059448	0.950687201	1.010339174	0.194491089	PGR
698	ENSG00000164120.12	57468	-2.303961097	3.68E-09	-3.069580874	-1.53834132	98.31848121	3.284480572	HPGD	0.97399302	0.9568959	0.99139562	0.003541465	0.980896178	0.950294042	1.012483789	0.232959089	HPGD
465	ENSG00000134917.9	54722	-2.127784485	2.29E-08	-2.874013537	-1.381555432	98.75734804	3.117507624	ADAMTS8	0.969741032	0.950940891	0.988912851	0.002096912	0.961274198	0.921769804	1.002471636	0.065085988	ADAMTS8
288	ENSG00000113594.8	45478	-2.066656079	6.97E-13	-2.630808252	-1.502503907	98.89975389	1.78077331	LIFR	0.948217607	0.920720902	0.976535484	0.000397972	0.940775612	0.884731055	1.000370391	0.051397393	LIFR
76	ENSG00000069702.9	49098	-2.040164234	4.19E-20	-2.475597395	-1.604731074	98.08963057	1.046750699	TGFBR3	0.944140145	0.914791075	0.974430815	0.000360304	0.947420642	0.891710035	1.006611834	0.080666606	TGFBR3
547	ENSG00000143416.19	18421	-1.664398011	2.25E-10	-2.178688791	-1.150107231	98.8978735	1.48761209	SELENBP1	0.952559731	0.926402629	0.979455383	0.000623485	0.956025501	0.910054304	1.004318924	0.073685268	SELENBP1
336	ENSG00000118777.9	3138	-1.655461995	1.19E-05	-2.396410728	-0.914513262	99.23964793	3.207289077	ABCG2	0.957666414	0.92876727	0.987464773	0.005660176	0.933975146	0.874806281	0.997145989	0.040800097	ABCG2
871	ENSG00000185345.17	9202	-1.594964707	2.37E-14	-2.00474457	-1.185184843	98.70355176	0.9449127	PARK2	0.958590838	0.928375888	0.989789166	0.009652414	0.937725048	0.870201834	1.010487719	0.091730718	PARK2
481	ENSG00000136160.13	17617	-1.547509806	1.23E-06	-2.172761962	-0.922257649	99.0708695	2.189851082	EDNRB	0.936769066	0.907637567	0.966835568	5.07E-05	0.929510691	0.86829769	0.995039069	0.035461532	EDNRB
888	ENSG00000187323.10	44786	-1.530577046	9.75E-06	-2.208880283	-0.852273809	96.55707254	2.362397377	DCC	0.979895169	0.964750967	0.995277099	0.010598026	0.976764677	0.955987918	0.997992984	0.032104627	DCC
147	ENSG00000091831.20	36017	-1.51517481	3.19E-06	-2.15271211	-0.877637511	98.70254997	2.335202871	ESR1	0.96487965	0.943015502	0.987250726	0.002234345	0.963992755	0.930155157	0.999061312	0.044275167	ESR1
716	ENSG00000165795.19	10785	-1.511818593	1.47E-17	-1.859201614	-1.164435572	98.45857774	0.680418356	NDRG2	0.883012307	0.851468329	0.915724881	2.04E-11	0.862594481	0.800039814	0.930040262	0.000118998	NDRG2
251	ENSG00000109339.17	45533	-1.428967196	8.00E-10	-1.88474659	-0.973187803	98.8220738	1.159211733	MAPK10	0.970866078	0.945748751	0.996650473	0.027046626	0.951706013	0.90102415	1.00523869	0.076257184	MAPK10
487	ENSG00000136826.13	2798	-1.416411225	2.04E-10	-1.853039147	-0.979783304	97.15851302	1.039900089	KLF4	0.965278917	0.932720972	0.998973343	0.043524618	0.95560394	0.896914439	1.018133781	0.160245796	KLF4
728	ENSG00000166501.11	42383	-1.38393597	1.31E-06	-1.944500426	-0.823371514	98.01564785	1.697438019	PRKCB	0.934115141	0.908493296	0.960459588	1.56E-06	0.93632704	0.897492273	0.976842199	0.002334155	PRKCB
364	ENSG00000122025.13	5990	-1.339335247	3.45E-09	-1.783601521	-0.895068972	94.42750409	0.95482046	FLT3	0.954770136	0.93863322	0.971184476	1.03E-07	0.958153335	0.937267339	0.979504754	0.000143791	FLT3
189	ENSG00000103175.9	53810	-1.325460933	4.51E-09	-1.768464425	-0.88245744	96.49505822	0.982085871	WFDC1	0.966543324	0.939289532	0.994587894	0.019709454	0.969508177	0.934952668	1.005340844	0.094464187	WFDC1
784	ENSG00000172201.9	36529	-1.284828717	2.15E-06	-1.816183901	-0.753473533	98.57217808	1.581735164	ID4	0.952552243	0.927867627	0.977893558	0.000284861	0.946896958	0.911859238	0.983280983	0.004562532	ID4
365	ENSG00000122035.6	21351	-1.28036413	6.21E-17	-1.58049572	-0.98023254	95.64425562	0.452749261	RASL11A	0.964736051	0.934074212	0.996404393	0.029365283	0.964736051	0.934074212	0.996404393	0.029365283	RASL11A
822	ENSG00000178175.10	46430	-1.27264002	2.72E-08	-1.721384325	-0.823895714	96.99802252	1.073347778	ZNF366	0.9648282	0.942908572	0.98725739	0.002260153	0.975478366	0.93243419	1.020509601	0.280923952	ZNF366
362	ENSG00000121691.4	57114	-1.191856607	9.82E-08	-1.630129055	-0.753584159	98.98579294	1.085646598	CAT	0.903980148	0.855971236	0.954681738	0.000288231	0.928284446	0.837727271	1.028630727	0.155329819	CAT
553	ENSG00000143878.9	48544	-1.131912227	1.16E-07	-1.550463356	-0.713361097	97.94084625	0.957597169	RHOB	0.943017655	0.904468999	0.983209262	0.005866523	0.957925948	0.883283797	1.038875755	0.299028918	RHOB
971	ENSG00000265972.4	49398	-1.114142296	1.40E-08	-1.499002669	-0.729281923	97.98482209	0.825580799	TXNIP	0.942112921	0.90582338	0.979856311	0.002926836	0.951703052	0.88723357	1.02085711	0.166611069	TXNIP
867	ENSG00000184828.8	26098	-1.11276493	9.38E-06	-1.604977171	-0.620552689	98.33808181	1.338335136	ZBTB7C	0.969264404	0.949229277	0.989722407	0.003396556	0.97328007	0.937227046	1.010719973	0.159636359	ZBTB7C
651	ENSG00000159388.5	57516	-1.10333156	1.49E-10	-1.440882174	-0.765780946	95.21776198	0.60340185	BTG2	0.918411123	0.882063223	0.956256841	3.61E-05	0.928873053	0.863778297	0.998873382	0.046549893	BTG2
418	ENSG00000129993.13	51735	-0.981211628	2.26E-05	-1.435076683	-0.527346573	98.15876287	1.142007012	CBFA2T3	0.94533027	0.91677099	0.974779229	0.000328132	0.938068456	0.887829337	0.991150429	0.022817375	CBFA2T3
313	ENSG00000116016.12	50926	-0.960564368	6.67E-06	-1.378565961	-0.542562776	98.7295523	0.990305232	EPAS1	0.936554282	0.894133891	0.980987224	0.005577323	0.953827542	0.873768276	1.04122226	0.290576828	EPAS1
611	ENSG00000150907.6	8361	-0.958771969	2.00E-08	-1.293622248	-0.623921689	98.52950268	0.634790137	FOXO1	0.906347252	0.860489744	0.954648614	0.00020565	0.911200693	0.83797905	0.990820357	0.029575346	FOXO1
406	ENSG00000128594.6	58096	-0.902714482	6.18E-05	-1.3443793	-0.461049664	96.81096678	1.034134311	LRRC4	0.965147732	0.941972602	0.988893033	0.004227796	0.965635832	0.926264555	1.006680602	0.099669091	LRRC4
256	ENSG00000110002.14	38583	-0.829674354	2.04E-07	-1.142632893	-0.516715814	98.47317294	0.560594942	VWA5A	0.949978645	0.915819669	0.98541171	0.006023408	0.938425718	0.890188921	0.989276329	0.018254763	VWA5A
864	ENSG00000184481.15	33783	-0.820922112	1.44E-13	-1.038575862	-0.603268362	98.14285245	0.264863226	FOXO4	0.886978302	0.834032222	0.943285507	0.000133869	0.880367569	0.806901949	0.960521979	0.004157747	FOXO4
231	ENSG00000107104.17	32345	-0.798037149	1.05E-08	-1.071389115	-0.524685183	97.59061718	0.394866637	KANK1	0.942752422	0.901901517	0.985453635	0.009099609	0.935812049	0.888504131	0.985638852	0.012193537	KANK1
116	ENSG00000080503.18	25652	-0.787596766	3.81E-22	-0.947132404	-0.628061128	96.18659509	0.133108244	SMARCA2	0.880897585	0.835782688	0.92844775	2.27E-06	0.867394436	0.788749648	0.953880753	0.003350129	SMARCA2
809	ENSG00000175662.16	19744	-0.680473129	6.41E-07	-0.948361203	-0.412585056	98.50731292	0.410653983	TOM1L2	0.916940813	0.865037087	0.971958853	0.003538456	0.883574975	0.778959169	1.002240896	0.054210586	TOM1L2
141	ENSG00000089220.4	7753	-0.669474894	7.97E-05	-1.002058498	-0.336891289	99.09711462	0.635350283	PEBP1	0.869448383	0.815622544	0.926826381	1.78E-05	0.859089244	0.762719415	0.967635429	0.012352399	PEBP1
798	ENSG00000174282.10	45043	-0.619710088	2.49E-06	-0.877648416	-0.36177176	98.87463737	0.370950313	ZBTB4	0.871652624	0.807914289	0.940419432	0.000391839	0.836983515	0.706872707	0.991043223	0.038985867	ZBTB4
883	ENSG00000186951.15	1365	-0.613093712	2.52E-05	-0.898300553	-0.327886871	98.14086734	0.453397301	PPARA	0.888509641	0.838117106	0.941932071	7.25E-05	0.874917675	0.806055779	0.949662489	0.00139919	PPARA
886	ENSG00000187091.12	42373	-0.582918495	5.23E-05	-0.865362943	-0.300474046	98.61929041	0.448411235	PLCD1	0.909412442	0.868836628	0.9518832	4.55E-05	0.881302019	0.821090895	0.945928463	0.000466046	PLCD1
412	ENSG00000129422.12	21816	-0.579370484	4.42E-05	-0.857376031	-0.301364936	98.36024063	0.418962693	MTUS1	0.922447862	0.88101174	0.965832824	0.000576364	0.937353158	0.864300402	1.01658051	0.118114026	MTUS1
974	ENSG00000266412.4	50628	-0.523030049	3.56E-14	-0.658336861	-0.387723237	95.38088389	0.09712582	NCOA4	0.85188356	0.791826373	0.916495868	1.73E-05	0.876307712	0.749595189	1.02443988	0.097528766	NCOA4
28	ENSG00000015171.17	34667	-0.511191052	2.02E-10	-0.668728457	-0.353653647	97.4593904	0.133085954	ZMYND11	0.86099022	0.795041964	0.932408844	0.000232097	0.849753905	0.756588617	0.95439144	0.00599892	ZMYND11
193	ENSG00000103479.13	39887	-0.482945798	1.16E-09	-0.63849185	-0.327399746	95.88253318	0.120646115	RBL2	0.929306789	0.874748962	0.98726737	0.017544838	0.934822383	0.862060667	1.013725509	0.103052675	RBL2
782	ENSG00000171862.8	40590	-0.466678288	3.65E-11	-0.604895473	-0.328461103	96.50624505	0.105877236	PTEN	0.921906224	0.861929809	0.98605603	0.017831742	0.916688196	0.821780413	1.022556922	0.118772354	PTEN
931	ENSG00000198964.12	49384	-0.427373647	1.03E-06	-0.598828713	-0.25591858	96.6849866	0.158285764	SGMS1	0.926435358	0.868336377	0.988421647	0.020755652	0.917930183	0.809330409	1.041102387	0.182542296	SGMS1
321	ENSG00000116731.21	22300	-0.4213806	2.60E-09	-0.560061213	-0.282699987	96.27438361	0.102968315	PRDM2	0.899543943	0.830329606	0.974527825	0.009553302	0.901624798	0.811551374	1.001695398	0.053802996	PRDM2
218	ENSG00000105856.12	28606	-0.380490362	4.53E-07	-0.528307724	-0.232673	94.16354207	0.105668261	HBP1	0.903708384	0.844502633	0.967064887	0.003404132	0.934942662	0.830233496	1.052857762	0.266987777	HBP1
538	ENSG00000141646.12	20045	-0.365643672	7.16E-07	-0.510214837	-0.221072508	98.00422503	0.117034051	SMAD4	0.898327822	0.832539809	0.96931446	0.005724852	0.857553644	0.740740976	0.992787325	0.03970031	SMAD4
736	ENSG00000166946.12	57603	-0.353308583	1.26E-05	-0.511849706	-0.19476746	97.98151906	0.144618322	CCNDBP1	0.865014659	0.801160872	0.933957695	0.000210357	0.884980637	0.746927422	1.048549972	0.157923866	CCNDBP1
588	ENSG00000147364.15	15734	-0.338415825	1.05E-05	-0.488937223	-0.187894427	97.20641585	0.124847855	FBXO25	0.883630423	0.828376755	0.942569572	0.000173168	0.879206881	0.810352306	0.953911941	0.001975031	FBXO25
919	ENSG00000197579.6	59244	-0.314871355	2.26E-17	-0.387649945	-0.242092765	88.02521305	0.023708364	TOPORS	0.87506035	0.809224697	0.946252159	0.000824791	0.874210377	0.80289165	0.951864156	0.001960518	TOPORS
694	ENSG00000163939.17	13377	-0.298716234	7.96E-09	-0.400197592	-0.197234876	90.98895281	0.048315082	PBRM1	0.920873295	0.853332905	0.993759434	0.033918423	0.921370937	0.815395745	1.041119492	0.188984062	PBRM1
300	ENSG00000114742.12	23979	-0.287241801	4.17E-09	-0.383033643	-0.191449959	95.36707521	0.047298335	WDR48	0.812322138	0.736329704	0.896157323	3.36E-05	0.782824097	0.661021161	0.927071028	0.004546189	WDR48
690	ENSG00000163743.12	41242	-0.258075497	6.12E-05	-0.384273863	-0.131877132	95.93596912	0.084536471	RCHY1	0.828166137	0.761227896	0.900990563	1.16E-05	0.822581314	0.716563372	0.944284965	0.005532457	RCHY1
