	SNP	Chromosome	Position	trait1
1	ENSG00000001617	3	50192477	0.519195398975311
2	ENSG00000001626	7	117120016	0.843034194453741
3	ENSG00000001631	7	91828282	0.838185388777019
4	ENSG00000002822	7	1855429	0.0627481613545563
5	ENSG00000003756	3	50126340	0.000783389545287375
6	ENSG00000004534	3	49977439	0.031780226388672
7	ENSG00000004838	3	50378540	0.00214675967145745
8	ENSG00000004866	7	116593291	0.106787568690693
9	ENSG00000005339	16	3775054	0.0201016764224682
10	ENSG00000006327	16	3068445	7.60077482576192e-08
11	ENSG00000007168	17	2496503	0.74495193461753
12	ENSG00000007372	11	31806339	0.729086566237875
13	ENSG00000007968	1	23832921	0.0107870028879993
14	ENSG00000008226	3	38080695	2.70300309797785e-07
15	ENSG00000008710	16	2138710	0.503953618432188
16	ENSG00000008853	8	22844929	0.548788009439372
17	ENSG00000010017	6	13621729	0.769568964387461
18	ENSG00000010610	12	6896023	0.000248924613916676
19	ENSG00000010671	23	100604434	0.00619674115392634
20	ENSG00000011465	12	91539024	0.220816615376635
21	ENSG00000012048	17	41196311	0.000250887921290677
22	ENSG00000012171	3	50304989	0.979987683828725
23	ENSG00000012223	3	46477135	0.00180962682993282
24	ENSG00000012232	8	28480245	0.451430426118153
25	ENSG00000013016	2	31456879	0.652849940803256
26	ENSG00000013588	12	13043715	1.30534094804393e-07
27	ENSG00000014123	6	96969683	0.906964152650343
28	ENSG00000015171	10	180404	0.000232097477132469
29	ENSG00000017427	12	102789644	0.343758437306238
30	ENSG00000019485	11	45115563	0.113205958090049
31	ENSG00000019505	11	45261851	0.0144014936932322
32	ENSG00000020633	1	25226001	0.309246280088332
33	ENSG00000022267	23	135229558	0.350983796764472
34	ENSG00000023191	11	494511	0.945294940742359
35	ENSG00000023287	8	53535015	0.0089621150945055
36	ENSG00000023902	1	150121372	0.319598560431362
37	ENSG00000026025	10	17270257	0.0984262897634757
38	ENSG00000026103	10	90750413	0.159054159001764
39	ENSG00000026508	11	35160416	0.0127965149715849
40	ENSG00000028203	12	95611521	0.000209241077590742
41	ENSG00000030419	2	213864428	0.00204677547585784
42	ENSG00000032742	13	21140584	0.00478879816942088
43	ENSG00000033800	15	68346516	0.221593226606243
44	ENSG00000035664	15	64199234	0.0177633582622515
45	ENSG00000039068	16	68771127	0.00595092351009661
46	ENSG00000040199	16	71671737	0.0675890183203084
47	ENSG00000042493	2	85621870	0.12633152271932
48	ENSG00000043514	1	40306722	0.184355211127106
49	ENSG00000044524	3	89156673	0.102994522444003
50	ENSG00000049759	18	55711598	0.0772877343431694
51	ENSG00000049768	23	49106896	0.0443373217610516
52	ENSG00000050165	11	11984652	0.057639783913065
53	ENSG00000050405	12	50569570	0.487812317822288
54	ENSG00000050748	5	179660142	0.177181689591018
55	ENSG00000054523	1	10270862	0.506608255404439
56	ENSG00000054598	6	1610680	0.152614548762682
57	ENSG00000055130	7	148395005	0.0992382909051805
58	ENSG00000055609	7	151832009	0.022117796654968
59	ENSG00000057657	6	106534194	0.262143335352898
60	ENSG00000060339	10	70480970	0.272641974664851
61	ENSG00000061337	8	20103675	9.26281482903447e-05
62	ENSG00000063169	19	48111452	0.846238084575129
63	ENSG00000063438	5	304290	0.00975577829830547
64	ENSG00000064012	2	202098165	0.913777478986622
65	ENSG00000064201	11	2323226	0.000354192711674889
66	ENSG00000064300	17	47572654	0.856057317686898
67	ENSG00000064393	7	139246315	0.140116073277484
68	ENSG00000065559	17	11924140	0.148375413329406
69	ENSG00000066336	11	47376410	0.27433510822913
70	ENSG00000067066	2	231280656	0.853874632380835
71	ENSG00000067082	10	3818187	0.512325351741894
72	ENSG00000067369	15	43699406	0.317665720997994
73	ENSG00000067560	3	49396577	0.366091934974252
74	ENSG00000068028	3	50367218	0.955195911317596
75	ENSG00000068903	19	39369196	0.0340864799684874
76	ENSG00000069702	1	92145901	0.000360304070775668
77	ENSG00000069869	15	56119119	0.0409691288897128
78	ENSG00000070019	12	14765575	0.780856625532431
79	ENSG00000070444	17	2287353	0.608805960718672
80	ENSG00000071242	6	166822851	0.0701533098018962
81	ENSG00000071243	7	120590802	7.97607734137289e-05
82	ENSG00000071564	19	1609290	0.515610470491142
83	ENSG00000071794	3	148747913	0.000709948721913318
84	ENSG00000072133	23	83318983	0.904522562335498
85	ENSG00000072609	12	133416936	0.597380344193666
86	ENSG00000072786	5	171469076	0.710120325684942
87	ENSG00000072952	11	10594637	0.247312240860219
88	ENSG00000073150	22	50609159	2.37735018833709e-06
89	ENSG00000073282	3	189349204	0.162101929980562
90	ENSG00000073578	5	218355	0.766797434549863
91	ENSG00000073614	12	389294	0.491851709046553
92	ENSG00000074181	19	15270443	0.000780257256442741
93	ENSG00000074211	4	6324670	1.8635117342142e-05
94	ENSG00000074266	11	85955585	0.527047710268792
95	ENSG00000074319	11	18489882	0.0655245591578423
96	ENSG00000074590	12	106457117	0.000475302466838159
97	ENSG00000075391	1	178062863	0.000173853699754297
98	ENSG00000075651	3	171318194	0.905992932550995
99	ENSG00000075711	3	196769430	0.665566123570482
100	ENSG00000075785	3	128444964	0.00257595366432297
101	ENSG00000076201	3	47422500	0.684795164909168
102	ENSG00000076242	3	37035338	0.887907502402305
103	ENSG00000076864	1	21922707	0.610063023203311
104	ENSG00000077092	3	25215822	0.484867756765797
105	ENSG00000077254	1	78161671	0.0353503927314027
106	ENSG00000077463	19	4174105	0.0526402062073786
107	ENSG00000077942	22	45898117	0.141592762272874
108	ENSG00000078304	14	102228134	0.743219623444072
109	ENSG00000078725	9	121928907	0.585940932672901
110	ENSG00000078900	1	3569083	0.0971361201108681
111	ENSG00000079112	8	95139398	0.000823351652464298
112	ENSG00000079246	2	216972186	0.00184606510183003
113	ENSG00000079257	3	158363610	0.804853573065071
114	ENSG00000079385	19	43011455	1.72248143848345e-05
115	ENSG00000079432	19	42772688	0.924905217124732
116	ENSG00000080503	9	2015341	2.27022574340934e-06
117	ENSG00000080839	20	35624751	0.00187256666278136
118	ENSG00000081237	1	198608145	8.24690539131063e-05
119	ENSG00000081913	18	60382671	0.0025185044889247
120	ENSG00000082175	11	100900354	0.00349843759009629
121	ENSG00000082397	18	5392382	0.679500205672552
122	ENSG00000082701	3	119540169	0.051863769874178
123	ENSG00000083093	16	23614487	0.77695246541999
124	ENSG00000083642	13	33160563	0.248091864287649
125	ENSG00000083799	16	50775960	0.00482968944158178
126	ENSG00000083857	4	187508936	0.0217694028401707
127	ENSG00000084207	11	67351065	0.461099725655737
128	ENSG00000085117	11	44585976	0.410831295865184
129	ENSG00000085185	23	129115082	2.55165621729535e-06
130	ENSG00000085382	6	105175967	0.339193172619378
131	ENSG00000085511	6	161412758	0.0982544525776519
132	ENSG00000085662	7	134127101	0.0058065893190953
133	ENSG00000085741	11	75897368	0.0220171477684459
134	ENSG00000086730	7	73613981	0.149092276505557
135	ENSG00000087085	7	100487614	0.180765560932216
136	ENSG00000087088	19	49458071	0.919408232336284
137	ENSG00000087206	5	176332005	0.243393133478125
138	ENSG00000088038	19	54641443	0.00270915676442046
139	ENSG00000088305	20	31350190	2.3125878524564e-06
140	ENSG00000089163	12	120740118	0.228735294029898
141	ENSG00000089220	12	118573662	1.78302561013322e-05
142	ENSG00000089225	12	114791735	0.000945423696970649
143	ENSG00000089280	16	31191430	0.89324554132964
144	ENSG00000090238	16	30103634	0.034976390808983
145	ENSG00000091129	7	107788081	0.100268582238758
146	ENSG00000091483	1	241660902	0.271554380492249
147	ENSG00000091831	6	151977825	0.00223434495626251
148	ENSG00000094916	12	54624723	0.320633944355111
