	SNP	Chromosome	Position	trait1
1	ENSG00000011465	12	91539024	0.220816615376635
2	ENSG00000014123	6	96969683	0.906964152650343
3	ENSG00000015171	10	180404	0.000232097477132469
4	ENSG00000069702	1	92145901	0.000360304070775668
5	ENSG00000077092	3	25215822	0.484867756765797
6	ENSG00000080503	9	2015341	2.27022574340934e-06
7	ENSG00000082175	11	100900354	0.00349843759009629
8	ENSG00000082397	18	5392382	0.679500205672552
9	ENSG00000095794	10	35415718	0.129472754125999
10	ENSG00000096717	10	69644426	0.0832863342546935
11	ENSG00000103175	16	84328251	0.0197094538481814
12	ENSG00000103479	16	53467888	0.0175448383039409
13	ENSG00000104219	8	17013537	0.19952278761084
14	ENSG00000104332	8	41119480	0.702412582450577
15	ENSG00000104695	8	30657096	0.256336832031025
16	ENSG00000107104	9	470290	0.00909960883539452
17	ENSG00000107562	10	44793037	0.373758668999759
18	ENSG00000109339	4	86936275	0.0270466264826115
19	ENSG00000109906	11	113930314	0.997460242713057
20	ENSG00000111961	6	148593439	0.0702107376774182
21	ENSG00000113594	5	38475064	0.000397971962514285
22	ENSG00000114742	3	39093488	3.3565537239964e-05
23	ENSG00000115310	2	55254342	5.61527620090095e-06
24	ENSG00000116473	1	112084839	0.579625036431386
25	ENSG00000116731	1	14026692	0.00955330152381504
26	ENSG00000119147	2	106679749	0.196511743538984
27	ENSG00000119508	9	102584136	0.772321813365312
28	ENSG00000120057	10	99526507	0.0052736544285665
29	ENSG00000120129	5	172195092	0.890143471561869
30	ENSG00000120738	5	137801178	0.891964005214056
31	ENSG00000121691	11	34460471	0.00028823114145949
32	ENSG00000121769	1	31838471	0.69910657954036
33	ENSG00000122025	13	28577410	1.02684989780556e-07
34	ENSG00000122035	13	27844463	0.029365283321514
35	ENSG00000122877	10	64574192	0.729164607992148
36	ENSG00000123358	12	52416615	0.652231052735231
37	ENSG00000128016	19	39897452	0.540767031536221
38	ENSG00000128918	15	58306055	0.0705709996678119
39	ENSG00000129596	5	115140429	0.116395069221527
40	ENSG00000129757	11	2904442	0.584680026054299
41	ENSG00000130700	20	61038552	0.565651469696407
42	ENSG00000131016	6	151561133	2.36932106129882e-05
43	ENSG00000133878	8	33448855	0.184914485857951
44	ENSG00000134917	11	130274819	0.00209691181776378
45	ENSG00000136826	9	110247132	0.0435246177906764
46	ENSG00000138650	4	134070469	0.0129905348371376
47	ENSG00000140044	14	75894418	0.889010898654405
48	ENSG00000140538	15	88418229	0.284240366115754
49	ENSG00000143416	1	151336777	0.000623485192732165
50	ENSG00000143768	1	226124297	0.686380939296894
51	ENSG00000143878	2	20646834	0.00586652334270255
52	ENSG00000144339	2	192813768	0.0708813743238304
53	ENSG00000144642	3	29322472	0.575071534541187
54	ENSG00000144655	3	39183345	0.490262539393572
55	ENSG00000144891	3	148415570	0.66026058267121
56	ENSG00000146414	6	146205942	0.59967680561896
57	ENSG00000148481	10	15820168	0.157316973539894
58	ENSG00000150907	13	41129803	0.000205649760888701
59	ENSG00000151090	3	24158650	0.902948095449261
60	ENSG00000154655	18	5954704	0.340617698621989
61	ENSG00000155090	8	103661006	0.000864725416416176
62	ENSG00000159388	1	203274618	3.61295991659776e-05
63	ENSG00000162772	1	212738675	0.249381353891842
64	ENSG00000163939	3	52579367	0.0339184225590299
65	ENSG00000164120	4	175411327	0.00354146533871204
66	ENSG00000164197	5	63461708	0.158441645733743
67	ENSG00000164442	6	139693392	0.829822337030186
68	ENSG00000165478	11	124789088	0.791242074108949
69	ENSG00000165795	14	21485379	2.03521907455532e-11
70	ENSG00000166091	14	23846016	0.751649492247328
71	ENSG00000168702	2	140988991	0.440249754427602
72	ENSG00000171862	10	89622869	0.0178317415155131
73	ENSG00000172403	4	119809995	0.190410165043784
74	ENSG00000173641	1	16340522	0.000309621019644701
75	ENSG00000175161	3	85008131	2.83766239126458e-05
76	ENSG00000178175	5	71738478	0.00226015317757856
77	ENSG00000178343	4	42399855	0.282195825259425
78	ENSG00000184226	13	66876966	0.000421452060634008
79	ENSG00000184481	23	70316046	0.000133868904167769
80	ENSG00000185345	6	161768451	0.00965241418288454
81	ENSG00000196159	4	126237553	0.120558611712073
82	ENSG00000196914	11	120207786	0.0561930588281358
83	ENSG00000197579	9	32540541	0.000824790720104097
84	ENSG00000198300	19	57321444	0.869318574455779
85	ENSG00000198947	23	31137337	0.691062237692472
86	ENSG00000205364	16	56666144	0.338034401511306
87	ENSG00000211445	5	150400123	0.543963936462365
88	ENSG00000215301	23	41192650	0.165262580528546
89	ENSG00000233608	2	239756672	0.0143349496227471
